,menu_item,date,stock_count,orders
28474,Chicken Sandwich,2016-02-07,40,40
28475,Orange Juice,2016-02-07,201,110
28476,Pear,2016-02-07,96,71
28477,Stewed Corn,2016-02-07,91,56
28478,Shrimp Salad,2016-02-07,252,126
28479,Scrambled Eggs,2016-02-07,95,63
28480,Sauterne,2016-02-07,100,100
28481,Boiled eggs,2016-02-07,124,116
28482,Crab Flake Cocktail,2016-02-07,68,68
28483,Blue Point Oysters,2016-02-07,145,86
28484,Stewed Prunes,2016-02-07,122,34
28485,Plums,2016-02-07,87,76
28486,Oyster cocktail,2016-02-07,87,87
28487,Nesselrode Pudding,2016-02-07,98,98
28488,Sweet Potatoes,2016-02-07,125,39
28489,Orange marmalade,2016-02-07,42,42
28490,Tea,2016-01-07,190,148
28491,Milk,2016-01-07,90,90
28492,Boiled potatoes,2016-01-07,52,52
28493,Fruit,2016-01-07,58,58
28494,Sardines,2016-01-07,60,60
28495,Oranges,2016-01-07,57,57
28496,French fried potatoes,2016-01-07,77,77
28497,Chocolate Ice Cream,2016-01-07,67,67
28498,Sliced Tomatoes,2016-01-07,65,65
28499,ROQUEFORT CHEESE,2016-01-07,81,81
28500,Cream Cheese,2016-01-07,152,152
28501,Crackers,2016-01-07,33,33
28502,Grapes,2016-01-07,160,160
28503,Biscuit Tortoni,2016-01-07,114,114
28504,Dessert,2016-01-07,149,149
28505,Shrimp Cocktail,2016-01-07,120,120
28506,rice pudding,2016-01-07,218,218
28507,Corned Beef Hash,2016-01-07,54,54
28508,STRAWBERRY ICE CREAM,2016-01-07,59,59
28509,Chicken Sandwich,2016-01-07,80,80
28510,Orange Juice,2016-01-07,256,209
28511,Pear,2016-01-07,35,35
28512,Stewed Corn,2016-01-07,91,91
28513,Shrimp Salad,2016-01-07,198,198
28514,Scrambled Eggs,2016-01-07,171,150
28515,Sauterne,2016-01-07,69,69
28516,Boiled eggs,2016-01-07,68,68
28517,Crab Flake Cocktail,2016-01-07,38,38
28518,Blue Point Oysters,2016-01-07,64,64
28519,Stewed Prunes,2016-01-07,110,96
28520,Plums,2016-01-07,61,61
28521,Oyster cocktail,2016-01-07,95,95
28522,Nesselrode Pudding,2016-01-07,49,49
28523,Sweet Potatoes,2016-01-07,160,160
28524,Orange marmalade,2016-01-07,56,56
28525,Tea,2016-06-30,142,89
28526,Milk,2016-06-30,158,158
28527,Boiled potatoes,2016-06-30,86,79
28528,Fruit,2016-06-30,162,162
28529,Sardines,2016-06-30,40,40
28530,Oranges,2016-06-30,189,103
28531,French fried potatoes,2016-06-30,38,38
28532,Chocolate Ice Cream,2016-06-30,200,60
28533,Sliced Tomatoes,2016-06-30,79,79
28534,ROQUEFORT CHEESE,2016-06-30,65,65
28535,Cream Cheese,2016-06-30,140,122
28536,Crackers,2016-06-30,46,46
28537,Grapes,2016-06-30,58,58
28538,Biscuit Tortoni,2016-06-30,49,49
28539,Dessert,2016-06-30,104,79
28540,Shrimp Cocktail,2016-06-30,160,80
28541,rice pudding,2016-06-30,257,219
28542,Corned Beef Hash,2016-06-30,148,82
28543,STRAWBERRY ICE CREAM,2016-06-30,84,84
28544,Chicken Sandwich,2016-06-30,67,67
28545,Orange Juice,2016-06-30,73,73
28546,Pear,2016-06-30,78,72
28547,Stewed Corn,2016-06-30,45,45
28548,Shrimp Salad,2016-06-30,216,143
28549,Scrambled Eggs,2016-06-30,247,153
28550,Sauterne,2016-06-30,62,62
28551,Boiled eggs,2016-06-30,34,34
28552,Crab Flake Cocktail,2016-06-30,23,23
28553,Blue Point Oysters,2016-06-30,209,133
28554,Stewed Prunes,2016-06-30,73,73
28555,Plums,2016-06-30,61,61
28556,Oyster cocktail,2016-06-30,111,111
28557,Nesselrode Pudding,2016-06-30,57,57
28558,Sweet Potatoes,2016-06-30,160,121
28559,Orange marmalade,2016-06-30,42,42
28560,Tea,2016-06-29,190,97
28561,Milk,2016-06-29,124,124
28562,Boiled potatoes,2016-06-29,52,52
28563,Fruit,2016-06-29,162,95
28564,Sardines,2016-06-29,87,83
28565,Oranges,2016-06-29,57,57
28566,French fried potatoes,2016-06-29,77,77
28567,Chocolate Ice Cream,2016-06-29,67,55
28568,Sliced Tomatoes,2016-06-29,170,170
28569,ROQUEFORT CHEESE,2016-06-29,24,24
28570,Cream Cheese,2016-06-29,127,66
28571,Crackers,2016-06-29,66,66
28572,Grapes,2016-06-29,145,108
28573,Biscuit Tortoni,2016-06-29,98,89
28574,Dessert,2016-06-29,149,88
28575,Shrimp Cocktail,2016-06-29,146,78
28576,rice pudding,2016-06-29,158,130
28577,Corned Beef Hash,2016-06-29,176,80
28578,STRAWBERRY ICE CREAM,2016-06-29,19,19
28579,Chicken Sandwich,2016-06-29,134,113
28580,Orange Juice,2016-06-29,201,139
28581,Pear,2016-06-29,96,92
28582,Stewed Corn,2016-06-29,91,68
28583,Shrimp Salad,2016-06-29,72,72
28584,Scrambled Eggs,2016-06-29,228,146
28585,Sauterne,2016-06-29,77,63
28586,Boiled eggs,2016-06-29,34,34
28587,Crab Flake Cocktail,2016-06-29,53,53
28588,Blue Point Oysters,2016-06-29,48,48
28589,Stewed Prunes,2016-06-29,146,105
28590,Plums,2016-06-29,87,58
28591,Oyster cocktail,2016-06-29,71,59
28592,Nesselrode Pudding,2016-06-29,33,33
28593,Sweet Potatoes,2016-06-29,125,125
28594,Orange marmalade,2016-06-29,84,84
28595,Tea,2016-06-28,205,107
28596,Milk,2016-06-28,136,131
28597,Boiled potatoes,2016-06-28,206,104
28598,Fruit,2016-06-28,139,122
28599,Sardines,2016-06-28,67,67
28600,Oranges,2016-06-28,132,117
28601,French fried potatoes,2016-06-28,64,64
28602,Chocolate Ice Cream,2016-06-28,150,54
28603,Sliced Tomatoes,2016-06-28,144,114
28604,ROQUEFORT CHEESE,2016-06-28,73,50
28605,Cream Cheese,2016-06-28,140,90
28606,Crackers,2016-06-28,66,66
28607,Grapes,2016-06-28,43,43
28608,Biscuit Tortoni,2016-06-28,130,76
28609,Dessert,2016-06-28,75,59
28610,Shrimp Cocktail,2016-06-28,106,49
28611,rice pudding,2016-06-28,119,69
28612,Corned Beef Hash,2016-06-28,135,81
28613,STRAWBERRY ICE CREAM,2016-06-28,84,84
28614,Chicken Sandwich,2016-06-28,161,134
28615,Orange Juice,2016-06-28,128,72
28616,Pear,2016-06-28,87,87
28617,Stewed Corn,2016-06-28,55,43
28618,Shrimp Salad,2016-06-28,72,38
28619,Scrambled Eggs,2016-06-28,247,128
28620,Sauterne,2016-06-28,108,108
28621,Boiled eggs,2016-06-28,158,139
28622,Crab Flake Cocktail,2016-06-28,30,30
28623,Blue Point Oysters,2016-06-28,81,69
28624,Stewed Prunes,2016-06-28,49,49
28625,Plums,2016-06-28,122,105
28626,Oyster cocktail,2016-06-28,39,39
28627,Nesselrode Pudding,2016-06-28,98,98
28628,Sweet Potatoes,2016-06-28,125,123
28629,Orange marmalade,2016-06-28,42,42
28630,Tea,2016-06-27,47,47
28631,Milk,2016-06-27,34,34
28632,Boiled potatoes,2016-06-27,138,87
28633,Fruit,2016-06-27,81,47
28634,Sardines,2016-06-27,94,94
28635,Oranges,2016-06-27,151,118
28636,French fried potatoes,2016-06-27,70,70
28637,Chocolate Ice Cream,2016-06-27,117,82
28638,Sliced Tomatoes,2016-06-27,157,157
28639,ROQUEFORT CHEESE,2016-06-27,89,89
28640,Cream Cheese,2016-06-27,178,151
28641,Crackers,2016-06-27,20,20
28642,Grapes,2016-06-27,145,77
28643,Biscuit Tortoni,2016-06-27,196,105
28644,Dessert,2016-06-27,134,72
28645,Shrimp Cocktail,2016-06-27,80,38
28646,rice pudding,2016-06-27,119,119
28647,Corned Beef Hash,2016-06-27,176,100
28648,STRAWBERRY ICE CREAM,2016-06-27,78,78
28649,Chicken Sandwich,2016-06-27,67,67
28650,Orange Juice,2016-06-27,146,74
28651,Pear,2016-06-27,87,62
28652,Stewed Corn,2016-06-27,36,36
28653,Shrimp Salad,2016-06-27,234,109
28654,Scrambled Eggs,2016-06-27,133,48
28655,Sauterne,2016-06-27,54,54
28656,Boiled eggs,2016-06-27,90,59
28657,Crab Flake Cocktail,2016-06-27,84,84
28658,Blue Point Oysters,2016-06-27,81,63
28659,Stewed Prunes,2016-06-27,61,61
28660,Plums,2016-06-27,96,96
28661,Oyster cocktail,2016-06-27,79,66
28662,Nesselrode Pudding,2016-06-27,57,57
28663,Sweet Potatoes,2016-06-27,249,243
28664,Orange marmalade,2016-06-27,63,63
28665,Tea,2016-06-26,95,49
28666,Milk,2016-06-26,158,155
28667,Boiled potatoes,2016-06-26,52,52
28668,Fruit,2016-06-26,116,116
28669,Sardines,2016-06-26,27,27
28670,Oranges,2016-06-26,132,125
28671,French fried potatoes,2016-06-26,32,32
28672,Chocolate Ice Cream,2016-06-26,167,86
28673,Sliced Tomatoes,2016-06-26,157,157
28674,ROQUEFORT CHEESE,2016-06-26,105,105
28675,Cream Cheese,2016-06-26,63,63
28676,Crackers,2016-06-26,26,26
28677,Grapes,2016-06-26,188,188
28678,Biscuit Tortoni,2016-06-26,130,66
28679,Dessert,2016-06-26,45,45
28680,Shrimp Cocktail,2016-06-26,93,63
28681,rice pudding,2016-06-26,218,212
28682,Corned Beef Hash,2016-06-26,108,72
28683,STRAWBERRY ICE CREAM,2016-06-26,72,72
28684,Chicken Sandwich,2016-06-26,147,147
28685,Orange Juice,2016-06-26,146,86
28686,Pear,2016-06-26,70,70
28687,Stewed Corn,2016-06-26,82,57
28688,Shrimp Salad,2016-06-26,144,75
28689,Scrambled Eggs,2016-06-26,76,76
28690,Sauterne,2016-06-26,54,54
28691,Boiled eggs,2016-06-26,34,34
28692,Crab Flake Cocktail,2016-06-26,38,38
28693,Blue Point Oysters,2016-06-26,209,131
28694,Stewed Prunes,2016-06-26,37,37
28695,Plums,2016-06-26,26,26
28696,Oyster cocktail,2016-06-26,32,32
28697,Nesselrode Pudding,2016-06-26,41,41
28698,Sweet Potatoes,2016-06-26,249,117
28699,Orange marmalade,2016-06-26,77,77
28700,Tea,2016-06-25,190,141
28701,Milk,2016-06-25,79,79
28702,Boiled potatoes,2016-06-25,224,66
28703,Fruit,2016-06-25,58,58
28704,Sardines,2016-06-25,60,53
28705,Oranges,2016-06-25,76,70
28706,French fried potatoes,2016-06-25,77,77
28707,Chocolate Ice Cream,2016-06-25,50,50
28708,Sliced Tomatoes,2016-06-25,65,65
28709,ROQUEFORT CHEESE,2016-06-25,57,57
28710,Cream Cheese,2016-06-25,114,61
28711,Crackers,2016-06-25,26,26
28712,Grapes,2016-06-25,58,58
28713,Biscuit Tortoni,2016-06-25,49,49
28714,Dessert,2016-06-25,149,75
28715,Shrimp Cocktail,2016-06-25,160,129
28716,rice pudding,2016-06-25,59,59
28717,Corned Beef Hash,2016-06-25,162,83
28718,STRAWBERRY ICE CREAM,2016-06-25,52,52
28719,Chicken Sandwich,2016-06-25,40,40
28720,Orange Juice,2016-06-25,256,63
28721,Pear,2016-06-25,87,87
28722,Stewed Corn,2016-06-25,36,36
28723,Shrimp Salad,2016-06-25,108,77
28724,Scrambled Eggs,2016-06-25,247,75
28725,Sauterne,2016-06-25,108,87
28726,Boiled eggs,2016-06-25,90,59
28727,Crab Flake Cocktail,2016-06-25,99,99
28728,Blue Point Oysters,2016-06-25,129,76
28729,Stewed Prunes,2016-06-25,49,49
28730,Plums,2016-06-25,122,122
28731,Oyster cocktail,2016-06-25,24,24
28732,Nesselrode Pudding,2016-06-25,98,98
28733,Sweet Potatoes,2016-06-25,125,115
28734,Orange marmalade,2016-06-25,56,56
28735,Tea,2016-06-24,111,78
28736,Milk,2016-06-24,79,79
28737,Boiled potatoes,2016-06-24,69,69
28738,Fruit,2016-06-24,46,46
28739,Sardines,2016-06-24,40,40
28740,Oranges,2016-06-24,95,95
28741,French fried potatoes,2016-06-24,64,64
28742,Chocolate Ice Cream,2016-06-24,134,134
28743,Sliced Tomatoes,2016-06-24,183,148
28744,ROQUEFORT CHEESE,2016-06-24,57,57
28745,Cream Cheese,2016-06-24,38,38
28746,Crackers,2016-06-24,53,53
28747,Grapes,2016-06-24,58,58
28748,Biscuit Tortoni,2016-06-24,163,90
28749,Dessert,2016-06-24,149,132
28750,Shrimp Cocktail,2016-06-24,186,186
28751,rice pudding,2016-06-24,119,119
28752,Corned Beef Hash,2016-06-24,95,95
28753,STRAWBERRY ICE CREAM,2016-06-24,26,26
28754,Chicken Sandwich,2016-06-24,121,121
28755,Orange Juice,2016-06-24,110,110
28756,Pear,2016-06-24,104,104
28757,Stewed Corn,2016-06-24,118,118
28758,Shrimp Salad,2016-06-24,162,75
28759,Scrambled Eggs,2016-06-24,228,228
28760,Sauterne,2016-06-24,69,69
28761,Boiled eggs,2016-06-24,57,57
28762,Crab Flake Cocktail,2016-06-24,68,68
28763,Blue Point Oysters,2016-06-24,113,113
28764,Stewed Prunes,2016-06-24,171,171
28765,Plums,2016-06-24,61,61
28766,Oyster cocktail,2016-06-24,47,47
28767,Nesselrode Pudding,2016-06-24,74,57
28768,Sweet Potatoes,2016-06-24,214,204
28769,Orange marmalade,2016-06-24,56,56
28770,Tea,2016-06-23,111,75
28771,Milk,2016-06-23,102,63
28772,Boiled potatoes,2016-06-23,155,72
28773,Fruit,2016-06-23,104,104
28774,Sardines,2016-06-23,87,87
28775,Oranges,2016-06-23,76,76
28776,French fried potatoes,2016-06-23,38,38
28777,Chocolate Ice Cream,2016-06-23,67,67
28778,Sliced Tomatoes,2016-06-23,131,78
28779,ROQUEFORT CHEESE,2016-06-23,41,41
28780,Cream Cheese,2016-06-23,152,119
28781,Crackers,2016-06-23,86,86
28782,Grapes,2016-06-23,58,58
28783,Biscuit Tortoni,2016-06-23,98,89
28784,Dessert,2016-06-23,209,141
28785,Shrimp Cocktail,2016-06-23,146,129
28786,rice pudding,2016-06-23,158,149
28787,Corned Beef Hash,2016-06-23,162,116
28788,STRAWBERRY ICE CREAM,2016-06-23,39,39
28789,Chicken Sandwich,2016-06-23,174,131
28790,Orange Juice,2016-06-23,220,133
28791,Pear,2016-06-23,70,70
28792,Stewed Corn,2016-06-23,127,127
28793,Shrimp Salad,2016-06-23,252,105
28794,Scrambled Eggs,2016-06-23,266,102
28795,Sauterne,2016-06-23,85,80
28796,Boiled eggs,2016-06-23,79,79
28797,Crab Flake Cocktail,2016-06-23,46,46
28798,Blue Point Oysters,2016-06-23,48,48
28799,Stewed Prunes,2016-06-23,49,49
28800,Plums,2016-06-23,43,43
28801,Oyster cocktail,2016-06-23,71,67
28802,Nesselrode Pudding,2016-06-23,90,90
28803,Sweet Potatoes,2016-06-23,160,149
28804,Orange marmalade,2016-06-23,56,56
28805,Tea,2016-06-22,190,94
28806,Milk,2016-06-22,158,109
28807,Boiled potatoes,2016-06-22,120,80
28808,Fruit,2016-06-22,116,116
28809,Sardines,2016-06-22,87,87
28810,Oranges,2016-06-22,170,154
28811,French fried potatoes,2016-06-22,83,83
28812,Chocolate Ice Cream,2016-06-22,117,89
28813,Sliced Tomatoes,2016-06-22,144,129
28814,ROQUEFORT CHEESE,2016-06-22,49,49
28815,Cream Cheese,2016-06-22,140,140
28816,Crackers,2016-06-22,73,73
28817,Grapes,2016-06-22,58,58
28818,Biscuit Tortoni,2016-06-22,228,148
28819,Dessert,2016-06-22,119,88
28820,Shrimp Cocktail,2016-06-22,133,84
28821,rice pudding,2016-06-22,139,128
28822,Corned Beef Hash,2016-06-22,95,48
28823,STRAWBERRY ICE CREAM,2016-06-22,26,26
28824,Chicken Sandwich,2016-06-22,94,94
28825,Orange Juice,2016-06-22,238,90
28826,Pear,2016-06-22,87,76
28827,Stewed Corn,2016-06-22,127,121
28828,Shrimp Salad,2016-06-22,144,79
28829,Scrambled Eggs,2016-06-22,228,124
28830,Sauterne,2016-06-22,54,54
28831,Boiled eggs,2016-06-22,102,80
28832,Crab Flake Cocktail,2016-06-22,68,68
28833,Blue Point Oysters,2016-06-22,177,134
28834,Stewed Prunes,2016-06-22,73,44
28835,Plums,2016-06-22,96,96
28836,Oyster cocktail,2016-06-22,63,63
28837,Nesselrode Pudding,2016-06-22,57,57
28838,Sweet Potatoes,2016-06-22,231,231
28839,Orange marmalade,2016-06-22,84,84
28840,Tea,2016-06-21,111,73
28841,Milk,2016-06-21,113,113
28842,Boiled potatoes,2016-06-21,120,48
28843,Fruit,2016-06-21,93,93
28844,Sardines,2016-06-21,60,60
28845,Oranges,2016-06-21,76,76
28846,French fried potatoes,2016-06-21,83,83
28847,Chocolate Ice Cream,2016-06-21,67,51
28848,Sliced Tomatoes,2016-06-21,39,39
28849,ROQUEFORT CHEESE,2016-06-21,49,31
28850,Cream Cheese,2016-06-21,178,63
28851,Crackers,2016-06-21,92,92
28852,Grapes,2016-06-21,145,129
28853,Biscuit Tortoni,2016-06-21,212,90
28854,Dessert,2016-06-21,75,56
28855,Shrimp Cocktail,2016-06-21,93,84
28856,rice pudding,2016-06-21,238,212
28857,Corned Beef Hash,2016-06-21,189,110
28858,STRAWBERRY ICE CREAM,2016-06-21,45,45
28859,Chicken Sandwich,2016-06-21,40,40
28860,Orange Juice,2016-06-21,128,75
28861,Pear,2016-06-21,96,96
28862,Stewed Corn,2016-06-21,109,97
28863,Shrimp Salad,2016-06-21,108,85
28864,Scrambled Eggs,2016-06-21,266,80
28865,Sauterne,2016-06-21,69,69
28866,Boiled eggs,2016-06-21,68,68
28867,Crab Flake Cocktail,2016-06-21,106,106
28868,Blue Point Oysters,2016-06-21,97,46
28869,Stewed Prunes,2016-06-21,171,87
28870,Plums,2016-06-21,35,35
28871,Oyster cocktail,2016-06-21,39,39
28872,Nesselrode Pudding,2016-06-21,25,25
28873,Sweet Potatoes,2016-06-21,231,175
28874,Orange marmalade,2016-06-21,49,49
28875,Tea,2016-06-20,190,129
28876,Milk,2016-06-20,136,136
28877,Boiled potatoes,2016-06-20,206,116
28878,Fruit,2016-06-20,151,151
28879,Sardines,2016-06-20,27,27
28880,Oranges,2016-06-20,246,221
28881,French fried potatoes,2016-06-20,83,83
28882,Chocolate Ice Cream,2016-06-20,83,66
28883,Sliced Tomatoes,2016-06-20,65,65
28884,ROQUEFORT CHEESE,2016-06-20,81,70
28885,Cream Cheese,2016-06-20,102,77
28886,Crackers,2016-06-20,92,76
28887,Grapes,2016-06-20,101,72
28888,Biscuit Tortoni,2016-06-20,196,124
28889,Dessert,2016-06-20,45,45
28890,Shrimp Cocktail,2016-06-20,133,90
28891,rice pudding,2016-06-20,277,197
28892,Corned Beef Hash,2016-06-20,67,67
28893,STRAWBERRY ICE CREAM,2016-06-20,84,84
28894,Chicken Sandwich,2016-06-20,40,40
28895,Orange Juice,2016-06-20,165,78
28896,Pear,2016-06-20,87,82
28897,Stewed Corn,2016-06-20,73,58
28898,Shrimp Salad,2016-06-20,162,54
28899,Scrambled Eggs,2016-06-20,247,90
28900,Sauterne,2016-06-20,31,31
28901,Boiled eggs,2016-06-20,57,57
28902,Crab Flake Cocktail,2016-06-20,38,38
28903,Blue Point Oysters,2016-06-20,48,48
28904,Stewed Prunes,2016-06-20,61,61
28905,Plums,2016-06-20,70,66
28906,Oyster cocktail,2016-06-20,47,45
28907,Nesselrode Pudding,2016-06-20,74,74
28908,Sweet Potatoes,2016-06-20,89,89
28909,Orange marmalade,2016-06-20,42,42
28910,Tea,2016-06-19,47,47
28911,Milk,2016-06-19,68,68
28912,Boiled potatoes,2016-06-19,69,69
28913,Fruit,2016-06-19,104,104
28914,Sardines,2016-06-19,33,33
28915,Oranges,2016-06-19,151,93
28916,French fried potatoes,2016-06-19,38,38
28917,Chocolate Ice Cream,2016-06-19,184,94
28918,Sliced Tomatoes,2016-06-19,105,75
28919,ROQUEFORT CHEESE,2016-06-19,97,97
28920,Cream Cheese,2016-06-19,38,38
28921,Crackers,2016-06-19,79,79
28922,Grapes,2016-06-19,203,203
28923,Biscuit Tortoni,2016-06-19,196,148
28924,Dessert,2016-06-19,209,117
28925,Shrimp Cocktail,2016-06-19,160,134
28926,rice pudding,2016-06-19,119,110
28927,Corned Beef Hash,2016-06-19,54,54
28928,STRAWBERRY ICE CREAM,2016-06-19,91,91
28929,Chicken Sandwich,2016-06-19,80,80
28930,Orange Juice,2016-06-19,73,35
28931,Pear,2016-06-19,113,110
28932,Stewed Corn,2016-06-19,82,69
28933,Shrimp Salad,2016-06-19,90,80
28934,Scrambled Eggs,2016-06-19,57,57
28935,Sauterne,2016-06-19,69,69
28936,Boiled eggs,2016-06-19,79,66
28937,Crab Flake Cocktail,2016-06-19,38,38
28938,Blue Point Oysters,2016-06-19,145,59
28939,Stewed Prunes,2016-06-19,37,37
28940,Plums,2016-06-19,43,43
28941,Oyster cocktail,2016-06-19,95,95
28942,Nesselrode Pudding,2016-06-19,57,57
28943,Sweet Potatoes,2016-06-19,196,124
28944,Orange marmalade,2016-06-19,91,91
28945,Tea,2016-06-18,190,131
28946,Milk,2016-06-18,45,45
28947,Boiled potatoes,2016-06-18,103,76
28948,Fruit,2016-06-18,128,128
28949,Sardines,2016-06-18,80,76
28950,Oranges,2016-06-18,113,57
28951,French fried potatoes,2016-06-18,19,19
28952,Chocolate Ice Cream,2016-06-18,67,63
28953,Sliced Tomatoes,2016-06-18,183,76
28954,ROQUEFORT CHEESE,2016-06-18,49,49
28955,Cream Cheese,2016-06-18,51,51
28956,Crackers,2016-06-18,59,59
28957,Grapes,2016-06-18,160,160
28958,Biscuit Tortoni,2016-06-18,81,43
28959,Dessert,2016-06-18,104,79
28960,Shrimp Cocktail,2016-06-18,173,122
28961,rice pudding,2016-06-18,59,59
28962,Corned Beef Hash,2016-06-18,95,68
28963,STRAWBERRY ICE CREAM,2016-06-18,45,45
28964,Chicken Sandwich,2016-06-18,107,48
28965,Orange Juice,2016-06-18,73,34
28966,Pear,2016-06-18,70,61
28967,Stewed Corn,2016-06-18,27,27
28968,Shrimp Salad,2016-06-18,54,54
28969,Scrambled Eggs,2016-06-18,133,90
28970,Sauterne,2016-06-18,92,92
28971,Boiled eggs,2016-06-18,34,34
28972,Crab Flake Cocktail,2016-06-18,53,53
28973,Blue Point Oysters,2016-06-18,177,126
28974,Stewed Prunes,2016-06-18,61,61
28975,Plums,2016-06-18,96,96
28976,Oyster cocktail,2016-06-18,71,70
28977,Nesselrode Pudding,2016-06-18,25,25
28978,Sweet Potatoes,2016-06-18,231,160
28979,Orange marmalade,2016-06-18,77,77
28980,Tea,2016-06-17,158,81
28981,Milk,2016-06-17,34,34
28982,Boiled potatoes,2016-06-17,241,241
28983,Fruit,2016-06-17,128,128
28984,Sardines,2016-06-17,80,80
28985,Oranges,2016-06-17,208,208
28986,French fried potatoes,2016-06-17,58,58
28987,Chocolate Ice Cream,2016-06-17,50,50
28988,Sliced Tomatoes,2016-06-17,144,144
28989,ROQUEFORT CHEESE,2016-06-17,41,41
28990,Cream Cheese,2016-06-17,127,127
28991,Crackers,2016-06-17,33,33
28992,Grapes,2016-06-17,131,131
28993,Biscuit Tortoni,2016-06-17,49,49
28994,Dessert,2016-06-17,179,136
28995,Shrimp Cocktail,2016-06-17,93,78
28996,rice pudding,2016-06-17,79,79
28997,Corned Beef Hash,2016-06-17,108,108
28998,STRAWBERRY ICE CREAM,2016-06-17,45,45
28999,Chicken Sandwich,2016-06-17,40,40
29000,Orange Juice,2016-06-17,220,109
29001,Pear,2016-06-17,52,52
29002,Stewed Corn,2016-06-17,118,118
29003,Shrimp Salad,2016-06-17,72,72
29004,Scrambled Eggs,2016-06-17,190,54
29005,Sauterne,2016-06-17,92,92
29006,Boiled eggs,2016-06-17,45,45
29007,Crab Flake Cocktail,2016-06-17,99,99
29008,Blue Point Oysters,2016-06-17,113,113
29009,Stewed Prunes,2016-06-17,159,92
29010,Plums,2016-06-17,70,70
29011,Oyster cocktail,2016-06-17,39,39
29012,Nesselrode Pudding,2016-06-17,82,82
29013,Sweet Potatoes,2016-06-17,89,89
29014,Orange marmalade,2016-06-17,21,21
29015,Tea,2016-06-16,47,47
29016,Milk,2016-06-16,102,55
29017,Boiled potatoes,2016-06-16,103,86
29018,Fruit,2016-06-16,93,93
29019,Sardines,2016-06-16,67,64
29020,Oranges,2016-06-16,132,132
29021,French fried potatoes,2016-06-16,83,83
29022,Chocolate Ice Cream,2016-06-16,83,54
29023,Sliced Tomatoes,2016-06-16,39,39
29024,ROQUEFORT CHEESE,2016-06-16,41,41
29025,Cream Cheese,2016-06-16,89,80
29026,Crackers,2016-06-16,73,73
29027,Grapes,2016-06-16,203,203
29028,Biscuit Tortoni,2016-06-16,114,84
29029,Dessert,2016-06-16,209,138
29030,Shrimp Cocktail,2016-06-16,53,53
29031,rice pudding,2016-06-16,218,173
29032,Corned Beef Hash,2016-06-16,121,46
29033,STRAWBERRY ICE CREAM,2016-06-16,91,91
29034,Chicken Sandwich,2016-06-16,161,161
29035,Orange Juice,2016-06-16,55,55
29036,Pear,2016-06-16,104,104
29037,Stewed Corn,2016-06-16,118,118
29038,Shrimp Salad,2016-06-16,54,54
29039,Scrambled Eggs,2016-06-16,247,136
29040,Sauterne,2016-06-16,85,85
29041,Boiled eggs,2016-06-16,136,136
29042,Crab Flake Cocktail,2016-06-16,46,46
29043,Blue Point Oysters,2016-06-16,225,139
29044,Stewed Prunes,2016-06-16,73,70
29045,Plums,2016-06-16,87,77
29046,Oyster cocktail,2016-06-16,111,111
29047,Nesselrode Pudding,2016-06-16,49,49
29048,Sweet Potatoes,2016-06-16,142,141
29049,Orange marmalade,2016-06-16,91,91
29050,Tea,2016-06-15,205,119
29051,Milk,2016-06-15,34,34
29052,Boiled potatoes,2016-06-15,120,79
29053,Fruit,2016-06-15,128,128
29054,Sardines,2016-06-15,94,87
29055,Oranges,2016-06-15,189,157
29056,French fried potatoes,2016-06-15,19,19
29057,Chocolate Ice Cream,2016-06-15,200,121
29058,Sliced Tomatoes,2016-06-15,183,183
29059,ROQUEFORT CHEESE,2016-06-15,41,41
29060,Cream Cheese,2016-06-15,140,131
29061,Crackers,2016-06-15,20,20
29062,Grapes,2016-06-15,188,188
29063,Biscuit Tortoni,2016-06-15,212,128
29064,Dessert,2016-06-15,134,81
29065,Shrimp Cocktail,2016-06-15,80,80
29066,rice pudding,2016-06-15,198,138
29067,Corned Beef Hash,2016-06-15,95,74
29068,STRAWBERRY ICE CREAM,2016-06-15,39,39
29069,Chicken Sandwich,2016-06-15,134,90
29070,Orange Juice,2016-06-15,73,43
29071,Pear,2016-06-15,113,100
29072,Stewed Corn,2016-06-15,64,64
29073,Shrimp Salad,2016-06-15,90,74
29074,Scrambled Eggs,2016-06-15,171,70
29075,Sauterne,2016-06-15,69,69
29076,Boiled eggs,2016-06-15,57,57
29077,Crab Flake Cocktail,2016-06-15,61,61
29078,Blue Point Oysters,2016-06-15,64,60
29079,Stewed Prunes,2016-06-15,61,61
29080,Plums,2016-06-15,104,104
29081,Oyster cocktail,2016-06-15,87,70
29082,Nesselrode Pudding,2016-06-15,66,63
29083,Sweet Potatoes,2016-06-15,178,61
29084,Orange marmalade,2016-06-15,84,84
29085,Tea,2016-06-14,111,76
29086,Milk,2016-06-14,79,79
29087,Boiled potatoes,2016-06-14,120,72
29088,Fruit,2016-06-14,93,93
29089,Sardines,2016-06-14,80,80
29090,Oranges,2016-06-14,76,76
29091,French fried potatoes,2016-06-14,70,70
29092,Chocolate Ice Cream,2016-06-14,134,71
29093,Sliced Tomatoes,2016-06-14,92,52
29094,ROQUEFORT CHEESE,2016-06-14,73,73
29095,Cream Cheese,2016-06-14,127,41
29096,Crackers,2016-06-14,20,20
29097,Grapes,2016-06-14,145,73
29098,Biscuit Tortoni,2016-06-14,228,124
29099,Dessert,2016-06-14,45,45
29100,Shrimp Cocktail,2016-06-14,186,110
29101,rice pudding,2016-06-14,119,100
